,PRODUCT,PROD_LVL,SPECIALTY,SUB_SPECIALTY,SP_SOURCE,ds,INDICATION,MARKET_FLAG,LEVEL_0_MARKET_FLAG,BIOSIMILAR_MOLECULE,CLASS,METRIC,COMPETITIVE_RX,TOTAL_RX,ALLOCATED_WITHOUT_FDAP_RX,ALLOCATED_WITH_FDAP_RX
9641,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
9687,Brand10,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,0.6727,,
9739,Brand20,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,20.6957,,
9740,Brand30,2,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,395.8119,,
9793,Brand5,1,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,74.2539,,
9795,Brand41,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class5,TRX,,1.0097,,
9854,Brand14,1,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,MOTRX,,400.3787,,
9871,Brand39,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,653.135,,
9909,Brand30,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,395.8119,,
9956,Brand39,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,141.5287,,
10100,Brand15,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,3.3729,,
10199,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,16.0471,,
10200,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,135.7814,,
10452,Brand4,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,466.1597,,
10575,Brand24,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,176.0251,,
10587,Brand12,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
10588,Brand12,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,MOTRX,,5.2031,,
10661,Brand39,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,10.2963,,
10662,Brand39,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,150.5513,,
10702,Brand22,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,10.9814,,
10725,Brand6,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class3,TRX,12.8722,12.8722,,14.42283803
10825,Brand20,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,117.675,,
10961,Brand21,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
11003,Brand33,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,3.2446,,
11034,Brand23,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
11073,Brand5,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,8.1285,,
11095,Brand31,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,1.7112,,
11248,Brand24,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,247.2449,,
11439,Brand36,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class2,NBRX,60.1746,60.1746,,
11446,Brand30,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class4,MOTRX,,8.6564,,
11492,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class2,NBRX,4.0711,4.0711,,
11501,Brand31,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,76.0867,,
11636,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,NBRX,1.7216,1.7216,,
11704,Brand8,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,24.994,,
11773,Brand30,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,49.3144,,
11801,Brand25,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,5.0063,,
11810,Brand5,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,90.378,,
11843,Brand24,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Oral Market,Oral Market,Not Available,Class2,NBRX,0.0,0.0,,
11859,Brand23,2,OTHERS,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,600.0627,,
11941,Brand2,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,29.911,,
11953,Brand11,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
12268,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class1,TRX,,9.3867,,
12317,Brand39,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,TRX,,0.9379,,
12365,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,TRX,1.0091,1.0091,,
12437,Brand22,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class4,MOTRX,,2.7811,,
12495,Brand22,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class4,TRX,175.0833,175.0833,,
12507,Brand9,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
12542,Brand23,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,IV Market,IV Market,Not Available,Class1,TRX,4.3817,4.3817,,
12649,Brand11,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,TRX,,4.2456,,
12685,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,IV Market,IV Market,Not Available,Class1,TRX,39.0414,39.0414,,
12704,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,1.404,,
12705,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,1.404,,
12910,Brand29,1,PED,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,30.4237,,
12937,Brand36,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class2,TRX,,3.7202,,
13011,Brand12,2,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,1.019,,
13012,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class1,MOTRX,,10.9849,,
13051,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,TRX,,1.3366,,
13213,Brand23,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,IV Market,IV Market,Not Available,Class1,MOTRX,4.3817,4.3817,,
13253,Brand17,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
13254,Brand17,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,MOTRX,,32.915,,
13287,Brand9,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,243.005,,
13317,Brand17,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,IV Market,Not Available,Not Available,Class1,TRX,3.5864,3.5864,,
13372,Brand40,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class5,NBRX,,0.0,,
13557,Brand35,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,0.0,,
13599,Brand14,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,328.5399,,
13664,Brand1,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,2.0164,,
13702,Brand16,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,9.9253,,
13730,Brand6,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,0.0,,
13928,Brand9,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,TRX,,3.1412,,
13942,Brand22,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class4,TRX,,11.5862,,
13947,Brand3,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class2,MOTRX,,2.1629,,
13971,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
13993,Brand3,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,26.0997,,
14037,Brand40,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class5,MOTRX,,23.0156,,
14093,Brand27,2,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,1.3862,,
14134,Brand5,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class3,NBRX,,0.0,,
14135,Brand5,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class3,MOTRX,,11.7444,,
14227,Brand14,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class2,TRX,,1.0019,,
14519,Brand39,2,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class1,TRX,,1.5309,,
14553,Brand22,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class4,MOTRX,,4.4042,,
14569,Brand20,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,0.6835,0.6835,,
14575,Brand20,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,MOTRX,,1.4159,,
14701,Brand3,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class2,NBRX,,0.0,,
14728,Brand41,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class5,NBRX,,0.0,,
14902,Brand36,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class2,TRX,,7.5638,,
14954,Brand32,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,IV Market,IV Market,Not Available,Class3,TRX,0.9504,0.9504,,0.9504
14955,Brand32,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,IV Market,IV Market,Not Available,Class3,MOTRX,0.9504,0.9504,,0.9504
15108,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,11.5717,,
15169,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,0.0,,
15323,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Other Market,Other Market,Not Available,Class1,TRX,1.0091,,,
15449,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class3,MOTRX,1.5056,,1.713384326,1.783550015
15470,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class3,NBRX,10.4575,,,12.84034957
15474,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Oral Market,Oral Market,Not Available,Class2,MOTRX,6.4934,,,
15526,Brand5,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class3,TRX,4.7581,,,
15673,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,TRX,220.7066,,,
15685,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,2.0652,,,
15691,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,7673.9563,,,
15697,Brand30,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class4,NBRX,9.6094,,,
15718,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,1.3366,,,
15799,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,TRX,8.4243,,,
15854,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Other Market,Other Market,Not Available,Class3,TRX,4.3936,,4.99938355,5.203088044
15918,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class3,MOTRX,197.9814,,225.3043489,234.5309039
15941,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Other Market,Other Market,Not Available,Class4,MOTRX,5.5252,,,
15961,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Other Market,Other Market,Not Available,Class1,MOTRX,8.1248,,,
15995,Brand20,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,40.8303,,,
16099,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Oral Market,Oral Market,Not Available,Class2,NBRX,0.0,,,
16115,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class3,NBRX,2.7842,,,3.418608775
16258,Brand29,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class4,NBRX,0.0,,,
16266,Brand13,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,4.1957,,,
16283,Brand24,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class2,TRX,543.4453,,,
16305,Brand14,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Oral Market,Oral Market,Not Available,Class2,NBRX,1.3854,,,
16313,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class3,NBRX,76.7704,,92.46430009,94.3143584
16522,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class3,TRX,743.8754,,846.4399213,880.9288966
16545,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,12.6732,,,
16557,Brand11,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,520.5901,,,
16558,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,IV Market,IV Market,Not Available,Class1,MOTRX,3.4285,,,
16590,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,TRX,1226.8337,1226.8337,,
16598,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class2,TRX,92.3448,,,
16599,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class2,MOTRX,101.3402,,,
16600,Brand12,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,IV Market,Not Available,Not Available,Class1,MOTRX,2.0851,,,
16617,Brand30,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class4,NBRX,32.1055,32.1055,,
16627,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,344.1746,,,
16652,Brand5,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class3,TRX,0.86,,,
16687,Brand25,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,MOTRX,5.9803,5.9803,,
16718,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class1,TRX,20.6393,20.6393,,
16733,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Other Market,Other Market,Not Available,Class3,NBRX,0.0,,0.0,0.0
16738,Brand30,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class4,NBRX,0.0,,,
16766,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class1,TRX,1.3641,1.3641,,
16768,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class1,TRX,21.3501,21.3501,,
16793,Brand31,2,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Not Available,Not Available,Not Available,Class4,MOTRX,1.8596,,,
16839,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Oral Market,Oral Market,Not Available,Class2,MOTRX,94.5274,94.5274,,
16902,Brand3,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class2,TRX,282.5882,282.5882,,
16928,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Other Market,Other Market,Not Available,Class4,NBRX,0.0,,,
16988,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,814.1406,,,
16989,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,53.0287,,,
16992,Brand12,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,TRX,19.6331,,,
16993,Brand12,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,MOTRX,39.2662,,,
17011,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,MOTRX,39.901,,,
17161,Brand11,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class1,NBRX,11.9135,11.9135,,
17217,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,4363.5007,,,
17228,Brand9,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication6,IV Market,Not Available,Not Available,Class1,TRX,798.4442,798.4442,,
17229,Brand9,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication6,IV Market,Not Available,Not Available,Class1,NBRX,127.2883,127.2883,,
17264,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class3,NBRX,0.0,,0.0,0.0
17290,Brand23,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,IV Market,Not Available,Class1,MOTRX,4.3817,,,
17298,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
17394,Brand10,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,2252.2882,,,
17435,Brand24,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,NBRX,0.0,,,
17485,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class4,NBRX,31.3214,31.3214,,
17546,Brand30,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class4,MOTRX,369.8043,369.8043,,
17550,Brand30,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class4,MOTRX,8032.5026,8032.5026,,
17586,Brand38,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class3,TRX,97.7468,97.7468,,
17587,Brand38,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class3,NBRX,50.9195,50.9195,,
17606,Brand24,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class2,MOTRX,4.4758,,,
17629,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,TRX,42.0607,42.0607,,
17658,Brand11,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,BnB IV Market,BnB IV Market,Not Available,Class1,TRX,25.3946,,,
17775,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,149.7867,,
17883,Brand31,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,TRX,3.1991,3.1991,,
17957,Brand20,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
17977,Brand12,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication4,IV Market,Not Available,Not Available,Class1,NBRX,19.6331,19.6331,,
18147,Brand9,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication6,IV Market,Not Available,Not Available,Class1,MOTRX,1596.888,1596.888,,
18234,Brand22,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class4,NBRX,5.1928,5.1928,,
18345,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,MOTRX,348.0418,,,
18362,Brand32,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,IV Market,Not Available,Class3,TRX,0.9504,,,0.9504
18365,Brand16,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,MOTRX,643.191,,,
18395,Brand11,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication1,BnB IV Market,BnB IV Market,Not Available,Class1,TRX,520.5901,,,
18558,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,1.1465,1.1465,,
